1)   Gender,2)    Age,3)    Education Level,4)   Major,5)  administrative regions,"6)  How often do you use the Internet and Internet-related services? (E.g. Email, WhatsApp, News, YouTube",7) What are your Internet/ Digital devices skills level?,"8)   Of the following, which digital devices do you use regularly? Tick all that apply",9)  What type of connectivity services do you use in your daily activities? Tick all that apply,10)  For what purposes do you use the Internet? Tick all that apply,"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each   [I am concerned about identity theft (somebody stealing your personal data and impersonating you, e.g. tweeting under your name)]",20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am not concerned about accidentally encountering child pornography online],"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about receiving phishing emails (e.g. asking for money, personal information or bank account details]",20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about not being able to access online services (e.g. banking services) because of cyber attacks],20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about accidentally encountering material that promotes hatred or religious extremism],"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [Online extortion (a demand for money to avert or stop extortion, or to avert scandal)]","Other, please specify","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [The government]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [The media]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [Those offering online/Internet-based services (e.g. banks, online retailers, telecommunication companies, etc.)]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [User itself]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [Education system]","Other, please specify.1","A. If Yes, When you had been a victim of cyber crime, did you report it?","If Yes, To whom did you report or contact?  (Please check all that apply)","If No, What was/were the reason/s? (Please check all that apply)","If Yes, To whom would you report or contact?  (Please check all that apply)","If No, What is/are the reason/s? (Please check all that apply)"
Female,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,"Less frequently (once a week, once month)","Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No,,I fixed the problem by myself,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Entertainment",Always,Never,Always,Always,Always,Always,,Disagree,Agree,Disagree,Agree,Disagree,,,,,Dont know but will ask friends for advice,
Female,18-29,High School,Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Communication,Always,Always,Sometimes,Always,Always,Always,,Neutral,Neutral,Strongly Agree,Agree,Neutral,,,,,Dont know but will ask friends for advice,
Male,18-29,High School,Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi eGovernment Portal ,
Male,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Communication",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,,,,,Saudi eGovernment Portal ,
Male,18-29,"Undergraduate (Diploma, BSc)",Math,Najran,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Police,
Female,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Smartphone, Tablet",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Entertainment",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,,,"Police, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Counting,Eastern Province,Once or twice a day ,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Do not know,Do not know,Always,Always,Always,Sometimes,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,,,,,,,,,Communication,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Neutral,Neutral,Neutral,Neutral,Neutral,,Yes,Police,,,I will fix the problem by myself
Male,18-29,High School,Computer Science,Eastern Province,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","   Desktop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Social networks, Online services, Entertainment",Always,Always,Sometimes,Never,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Never,Never,Always,Sometimes,,Agree,Agree,Agree,Agree,Agree,,,,,Dont know but will ask friends for advice,
Male,30-39,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Professional reasons, Education, Social networks, Online services, Communication",Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Communication",Always,Sometimes,Always,Do not know,Sometimes,Sometimes,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services",Somtimes,Always,Always,Always,Always,Always,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,High School,Computer Science,Riyadh,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Online services, Entertainment, Communication",Somtimes,Always,Always,Never,Never,Never,,Agree,Agree,Neutral,Neutral,Neutral,,No,,I did not know how to describe or write reports about cyber crime ,,I will fix the problem by myself
Male,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Sometimes,Never,,Agree,Agree,Strongly Agree,Agree,Disagree,,,,,"Saudi eGovernment Portal , Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Agree,Agree,Agree,Agree,Agree,,,,,Saudi eGovernment Portal ,
Male,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi CERT,
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",  Smartphone,"Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Communication",Always,Do not know,Sometimes,Do not know,Always,Do not know,,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No,,"I did not know what the crime was , I did not know who to write report about cyber crime, I did not know what the impact on me will be, I did not know how to describe or write reports about cyber crime , I feel it is waste of time, I think that there is no value of reporting, I did not trust the third party",,I do not know how to describe or write reports about cyber crime 
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Private Wi-Fi (e.g. in your home),"Education, Social networks, Communication",Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Never,Do not know,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Female,30-39,"Undergraduate (Diploma, BSc)",Administrative Sciences,Madina,Once or twice a day ,"Expert (e.g. computer engineering, database administration, network engineering)",  Smartphone,Private Wi-Fi (e.g. in your home),Communication,Always,Do not know,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,,,,,Saudi eGovernment Portal ,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,,Once or twice a day ,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)", Tablet,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Always,Always,Always,Always,Always,,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi eGovernment Portal ,
Female,18-29,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Social networks, Online services, Communication",Somtimes,Sometimes,Always,Always,Sometimes,Sometimes,,Disagree,Agree,Neutral,Agree,Neutral,,,,,"Saudi eGovernment Portal , Saudi CERT, Police",
Female,18-29,High School, ,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Communication",Do not know,Always,Sometimes,Sometimes,Always,Always,,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,,,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),"Social networks, Entertainment, Communication",Always,Never,Always,Always,Always,Never,,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Saudi CERT",
Female,30-39,"Undergraduate (Diploma, BSc)", ,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Somtimes,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,,Strongly Agree,Neutral,Neutral,Agree,Neutral,,,,,Saudi eGovernment Portal ,
Female,18-29,"Undergraduate (Diploma, BSc)",English,Makkah,Once or twice a day ,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,,,,,"Saudi eGovernment Portal , Saudi CERT, Dont know but will ask friends for advice",
Male,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Smartphone","Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Professional reasons, Education, Social networks, Online services, Communication",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)", Tablet,Private Wi-Fi (e.g. in your home),Social networks,Always,Sometimes,Always,Sometimes,Sometimes,Always,,Neutral,Agree,Agree,Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Business Administration,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Entertainment",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi eGovernment Portal ,
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Always,Do not know,Never,Sometimes,Sometimes,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,30-39,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Sometimes,Always,Always,Always,Sometimes,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Police, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Committee for the Promotion of Virtue and the Prevention of Vice,,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Chemsitry,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Entertainment, Communication",Always,Do not know,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Saudi CERT,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Riyadh,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Always,Sometimes,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Female,18-29,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Do not know,Always,Always,Always,Always,,Strongly Agree,Agree,Disagree,Neutral,Disagree,,,,,Saudi eGovernment Portal ,
Female,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,,  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Sometimes,Always,Always,Always,Always,,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,30-39,"Undergraduate (Diploma, BSc)",  Information and Libraries,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks",Always,Sometimes,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No,,"I did not know what the impact on me will be, I feel it is waste of time, I did not trust the third party",,I do not know who to write report about cyber crime
Female,40-49,,Social Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Never,Sometimes,Always,Always,Always,Always,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Arabic Language,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","   Desktop, Laptop, Smartphone, Tablet",Mobile/cellular phone network (e.g. 3G/4G),"Social networks, Online services, Entertainment, Communication",Always,Sometimes,Always,Always,Always,Sometimes,,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,,,,,"Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),"Social networks, Online services, Communication",Always,Always,Always,Always,Always,Always,,Agree,Strongly Agree,Agree,Agree,Disagree,,No,,I fixed the problem by myself,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",     Laptop,Private Wi-Fi (e.g. in your home),Entertainment,Always,Never,Always,Sometimes,Always,Always,,Agree,Agree,Neutral,Agree,Agree,,,,,"Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Entertainment, Communication",Always,Never,Sometimes,Always,Always,Always,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Yes,Police,,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Never,Never,Always,Never,Sometimes,Always,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,,No,,I did not know what the impact on me will be,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Never,Sometimes,Always,Always,Always,,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,,,,,Police,
Female,18-29,"Undergraduate (Diploma, BSc)",Law,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Private Wi-Fi (e.g. in your home),Education,Somtimes,Always,Always,Always,Always,Always,,Agree,Agree,Agree,Agree,Strongly Agree,,Yes,Committee for the Promotion of Virtue and the Prevention of Vice,,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Never,Do not know,Always,Sometimes,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,High School,Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,"Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Entertainment, Communication",Always,Do not know,Always,Always,Sometimes,Always,,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi eGovernment Portal , Police, Dont know but will ask friends for advice",
Female,40-49,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Never,Always,Always,Always,Always,,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Do not know,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No,,I fixed the problem by myself,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)",  Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Communication",Never,Never,Never,Never,Never,Never,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Entertainment, Communication",Always,Never,Always,Always,Always,Sometimes,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,High School,,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,"Public Wi-Fi (e.g. in coffee shop), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Never,Always,Sometimes,Always,Sometimes,,Strongly Agree,Agree,Agree,Agree,Agree,,,,,Saudi eGovernment Portal ,
Male,18-29,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Professional reasons, Social networks, Online services, Entertainment, Communication",Never,Sometimes,Sometimes,Never,Never,Sometimes,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Police,
Female,30-39,High School, ,Eastern Province,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Sometimes,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,"Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice, Dont know but will ask friends for advice",
Female,40-49,"Undergraduate (Diploma, BSc)",,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",   Desktop,Private Wi-Fi (e.g. in your home),"Professional reasons, Social networks, Communication",Always,Sometimes,Always,Do not know,Never,Never,Nothing,Agree,Agree,Agree,Agree,Agree,,,,,Dont know but will ask friends for advice,
