1)   Gender,2)    Age,3)    Education Level,4)   Major,5)  administrative regions,"6)  How often do you use the Internet and Internet-related services? (E.g. Email, WhatsApp, News, YouTube",7) What are your Internet/ Digital devices skills level?,"8)   Of the following, which digital devices do you use regularly? Tick all that apply",9)  For what purposes do you use the Internet? Tick all that apply,"10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each   [I am concerned about identity theft (somebody stealing your personal data and impersonating you, e.g. tweeting under your name)]","10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about receiving phishing emails (e.g. asking for money, personal information or bank account details]",10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about not being able to access online services (e.g. banking services) because of cyber attacks],10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about accidentally encountering material that promotes hatred or religious extremism],"10) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [Online extortion (a demand for money to avert or stop extortion, or to avert scandal)]","Other, please specify","Other, please specify.1","11) Have you been a victim of cyber crime? (E.g. lost data or email account, device infected with virus or spyware, stole your picture/s or digital device/s).","If Yes, To whom did you report or contact?  (Please check all that apply)","If No, What was/were the reason/s? (Please check all that apply)","If Yes, To whom would you report or contact?  (Please check all that apply)","If No, What is/are the reason/s? (Please check all that apply)"
Female,18-29,High School,Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Communication,Somtimes,Always,Always,Always,Always,,,No,,,Saudi eGovernment Portal,
Female,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Education, Social networks",Always,Always,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,40-49,High School,,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,,Not sure
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet","Education, Social networks, Online services, Entertainment, Communication",Somtimes,Sometimes,Sometimes,Always,Sometimes,,,Yes,,"I did not know what the crime was ,  I did not know how to describe or write reports about cyber crime ",,I am not sure what the impact on me will be
Female,30-39,High School,Education,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,,I do not know who to write report about cyber crime
Female,30-39,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Professional reasons, Education, Social networks, Online services, Communication",Always,Always,Never,Always,Never,,,No,,,Dont know but will ask friends for advice,
Male,18-29,"Undergraduate (Diploma, BSc)",Sport,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Math,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,Yes,,I did not know what the crime was,,Not sure
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,"Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Never,Always,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,Yes,,I feel it is waste of time,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Education, Social networks",Always,Never,Never,Always,Always,,,No,,,Other-AMN,
Female,30-39,"Undergraduate (Diploma, BSc)",Designing,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Smartphone","Professional reasons, Education, Social networks, Online services, Communication",Always,Always,Always,Always,Sometimes,,,Yes,,"I feel it is waste of time, I think that there is no value of reporting",,I feel it will be waste of time
Male,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Do not know,Always,Never,,,Yes,,I fixed the problem by myself,,I am not sure what the impact on me will be
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Madina,"Less frequently (once a week, once month)","Expert (e.g. computer engineering, database administration, network engineering)",Smartphone,Education,Always,Always,Always,Always,Sometimes,,,No,,,"Saudi eGovernment Portal, Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Expert (e.g. computer engineering, database administration, network engineering)","Desktop, Laptop, Smartphone","Education, Social networks, Online services, Entertainment, Communication",Somtimes,Always,Sometimes,Sometimes,Sometimes,,,No,,,"Saudi eGovernment Portal , Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Languages,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Professional reasons, Education, Social networks, Online services, Communication",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,"Saudi CERT, Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Asir,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Sometimes,Always,Sometimes,Sometimes,,,Yes,,I fixed the problem by myself,,I do not know how to describe or write reports about cyber crime
,,,,,,,,Communication,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,,,Yes,,Not sure,,I do not know who to write report about cyber crime
Female,30-39,High School,,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,"Education, Entertainment, Communication",Always,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Police,
Female,30-39,"Undergraduate (Diploma, BSc)",Math,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,Saudi CERT,
Female,18-29,"Undergraduate (Diploma, BSc)",Education,Makkah,Once or twice a day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Smartphone,Social networks,Always,Always,Never,Never,Always,,,No,,,,I do not know who to write report about cyber crime
Male,18-29,"Undergraduate (Diploma, BSc)",Engineering,Baha,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Desktop, Laptop, Smartphone","Professional reasons,  Communication",Somtimes,Always,Never,Never,Do not know,,,No,,,Saudi CERT,
Male,18-29,High School,Engineering,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone","Education, Social networks, Online services, Entertainment, Communication",Always,Always,Sometimes,Always,Always,,,Yes,,"I did not know what the crime was, I did not know who to write report about cyber crime, I did not know what the impact on me will be, I did not know how to describe or write reports about cyber crime, I think that there is no value of reporting,  I did not trust the third party, I fixed the problem by myself",,I am not sure what the impact on me will be
Male,18-29,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Once or twice a day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Laptop,Education,Always,Sometimes,Always,Always,Always,,,No,,,Dont know but will ask friends for advice,
Female,18-29,High School,,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Smartphone, Tablet","Social networks, Online services, Entertainment",Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,,,No,,,Dont know but will ask friends for advice,
Female,40-49,"Undergraduate (Diploma, BSc)",Islamic studies,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone",Social networks,Always,Always,Never,Always,Sometimes,,Family,No,,,Police,
Male,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",Smartphone,Social networks,Always,Always,Always,Always,Always,,,No,,,Saudi CERT,
Male,18-29,"Undergraduate (Diploma, BSc)",Engineering,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Laptop, Smartphone","Social networks, Entertainment, Communication",Somtimes,Sometimes,Sometimes,Sometimes,Do not know,,,Yes,,Not sure,,I do not know what the crime means
Male,18-29,High School,Engineering,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",Laptop,Education,Always,Always,Always,Always,Always,,,No,,,"Saudi eGovernment Portal, Dont know but will ask my friends for advice",
